"","year.site.ppq","Dead_Branching","Dead_Columnar","Dead_Foliose","Dead_Massive","Dead_SoftCoral","Dead_Tabulate","Live_Branching","Live_Columnar","Live_Digitate","Live_Encrusting","Live_Enrusting_Columnar","Live_Foliose","Live_FreeLiving","Live_Massive","Live_Massive_Grooved","Live_Porites","Live_SubMassive","Live_Tabulate","Macroalgae","NonCoral_Encrusting","NonCoral_Massive","NonCoral_SubMassive","Rubble","Sand","SoftCoral_Nodular","SoftCoral_Plating","NonCoral_Branching","hum_dist","site","year","region"
"18","2015.35.1",1.74777126725333,0,0,36.4333216824828,0,0,4.24961806762678,0.198283108172056,0,14.8002784959345,0,0.991652930844861,0.30477125757032,8.89247264470872,2.76457504225386,13.0203034031416,0.995988421615857,0,0.133544360535414,0,0,0.266389045326806,12.7131769870401,2.487853285493,0,0,0,"Medium","35","2015","S.Lagoon"
"19","2015.35.2",0.64802814408437,0,0,10.4940063007386,0,0,7.44139981419548,0,0,5.82014531438751,0,0.78601450540008,0,8.3984573946883,1.8301714429547,13.9357669365286,2.43544656787057,1.20435056607762,0.0494920754092334,0,0,0,41.4923940729783,1.70131101612507,0,3.76301584856156,0,"Medium","35","2015","S.Lagoon"
"20","2015.35.3",4.03852650072943,0,0,35.919957431849,0,0,5.41761813902035,0.44264979367854,0,6.48662626224258,0,2.57094488787657,0.507449145285182,12.5113665947097,1.42411756646572,20.3548620411683,2.62882822692743,0,0.853099832422579,0.972227680131358,0.10209708869608,0,4.86635508582759,0.450190558949386,0,0.453083164020141,0,"Medium","35","2015","S.Lagoon"
"21","2015.8.1",4.32458812760688,0.898975593813744,0.0336084366692587,44.3973834504745,0,0,2.39710546713097,0.224214853576656,0,9.04578460798714,0.159057811770215,3.7597372431315,0.639968996091955,7.60122287627612,3.74375946176414,6.82121664043355,2.61717561409901,0,0.070140707154565,0.0113760300722882,0.131077911719001,0.145628211051967,8.82629046254174,0.274045246171781,1.4345693574703,2.44307289299269,0,"Medium","8","2015","S.Lagoon"
"22","2015.8.2",3.11946007915433,0,0.0624215553610304,32.2937797988132,0,0,7.31658202947504,0,0,9.85044497375003,0,8.70226061093052,0.72549287201926,15.5455780723831,7.03038225863723,6.37990268258414,5.49642593811122,0,1.29606860999613,0,0,0,1.61926286476464,0,0.561937654020066,0,0,"Medium","8","2015","S.Lagoon"
"23","2015.8.3",1.77078488742399,0,0,40.2390932074735,0,0,1.37873207303616,0,0.0136439499790938,5.91491145732122,0.612310502082373,3.23631995755826,0.268670293730202,7.24001687478738,1.35294906641663,20.365821461952,1.18513784822982,0,0.516365746279729,0,0.0174530161059805,0,8.40516649240709,4.55427557057313,1.78091950106979,1.14742809357364,0,"Medium","8","2015","S.Lagoon"
"24","2015.5.1",5.97292156777736,0,0.218817191471009,25.9279599355949,0,0,7.42650317421427,0.0480089678378023,0.0444668618177588,19.4985439882714,0,9.33844079616548,0.375038435286223,6.00325748811833,3.55684293027499,4.34105395833159,4.54255418703794,0,0.223671188609587,0,0.0666503159221227,0,0,0,12.4152690132692,0,0,"Very Low","5","2015","Vaskes"
"25","2015.5.2",0.974140534821055,0,0.0450343693693384,16.4447228551203,0.0563319727731503,0,2.07906487302336,0,0.0996623389771624,4.46555563579697,0,2.95618957927787,0.921853228901866,5.15562698359544,0.307244878424992,16.5173645724759,4.22597778416796,0,2.76180838303395,0,0.0304910456506193,0,19.0141037158691,0.297083277131397,10.0974109325972,13.5503330389923,0,"Very Low","5","2015","Vaskes"
"26","2015.5.3",1.91970553497375,0,0.588165843987455,16.2003340165632,0,0,5.18087173590402,0,0,4.97746365311277,0.459055811634088,14.03713066923,1.45745927764438,8.36768993812721,11.9511348590157,6.97976489474557,6.98635806628023,0,2.49186920221563,0,0,0.791386620769202,0.674957205259478,0,16.9366526705373,0,0,"Very Low","5","2015","Vaskes"
"27","2017.15.1",20.1272433765785,0,0,38.1219419237943,0,4.71825293209584,0.101716611738069,0,0,0.201105554949653,0,0,0,0.0194660666287607,0,5.22482743810607,1.128675205581,0,0.0525477427027748,0,0,0,30.304223147825,0,0,0,0,"Very Low","15","2017","BOW"
"28","2017.15.2",9.68694177740462,0,13.5675469918443,32.0136196004883,0,35.533824882861,0.0967035534463538,0,0,0.495962242210407,0,0,0,0.319916635038768,0,1.41601631832161,0.946939598536401,0,0,0,0,0,5.92252839984824,0,0,0,0,"Very Low","15","2017","BOW"
"29","2017.15.3",49.721277110311,0,20.3669352090251,18.7347327174784,0,2.95137317216668,0.0371734646937366,0.058178034155979,0,0.808519733268208,0,1.1122800447656,0.0265337318578654,0.23473012470729,0,1.56076696292356,3.37241420286253,0,0.971401985038024,0,0,0,0.0341308634658627,0.00955264328012155,0,0,0,"Very Low","15","2017","BOW"
"30","2017.19.1",13.9116373823052,0,0,72.6344866195205,0,10.9419366448097,0,0,0,0.304807700418217,0,0,0,0,0,0.045923593761764,0.547759131687936,0,0.155396693938617,0,0,0,1.43786459662683,0.0201876369311918,0,0,0,"Very Low","19","2017","BOW"
"31","2017.19.2",18.7369855616074,0,33.2869898749686,31.8538514889505,0,2.98164439031029,0,0,0,0.315875068865848,0,0,0,0.113561300959559,0,0.0771484353710565,0.551848625626099,0,1.15885844482931,0,0,0,10.9232368085114,0,0,0,0,"Very Low","19","2017","BOW"
"32","2017.19.3",14.0328755532661,0,8.94493999887276,13.4887362560028,0,26.1761280143887,0.0623289441548015,0,0,0.527792461218707,0,0.399027578591674,0,0.0675094992968489,0,1.38827018704738,1.44559958340847,0,11.1412332305274,0,0,0,22.3255586932243,0,0,0,0,"Very Low","19","2017","BOW"
"33","2017.27.1",0,0,0,19.8332958416903,0,0,0.0184385129658061,0,0,0.0328205530791348,0,0,0.314273515401252,0.0161758886628834,0,0.0532779269561122,0.0395584232408768,0,2.78650308351315,0,0,0,64.8464875039072,12.0591687505832,0,0,0,"Very High","27","2017","N.Lagoon"
"34","2017.27.2",0,0,0,19.0566852932016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385880738734185,0,0,0,72.5106896649754,8.39403696794959,0,0,0,"Very High","27","2017","N.Lagoon"
"35","2017.27.3",0.201090852431039,0,0,17.4418934465262,0,0,0,0,0,0,0,0,0,0.0175119663020537,0,0,0,0,0,0,0,0,77.4913942711442,4.84810946359654,0,0,0,"Very High","27","2017","N.Lagoon"
"36","2017.30.1",2.17533749753173,0,0,45.6351464843018,0,0,0.0298567525751293,0,0,0.349145289531765,0,0,0.194400077984988,0.331848619140815,0,7.29454579993351,0.481569797813921,0,3.95301404479638,0,0,0,30.9115932682958,8.64354236809414,0,0,0,"Very High","30","2017","N.Lagoon"
"37","2017.30.2",3.36209859733188,0,0,26.06859727504,0,0,0.0681149425445307,0,0,0.344160038446685,0,0,0,0.322922917433259,0,0.751244417213736,0.764936114055333,0,1.19042807977137,0,0,0,67.1274976181632,0,0,0,0,"Very High","30","2017","N.Lagoon"
"38","2017.30.3",2.53258726589197,0,0,50.0212166233165,0,0,0,0,0,0.223100834320684,0,0,0,0.414478211261615,0,7.9314326194702,6.16823286666337,0,8.41796929031941,0,0,0,24.137666815896,0.153315472860301,0,0,0,"Very High","30","2017","N.Lagoon"
"39","2017.32.1",0.421468962430187,0,0,41.4110018097908,0,0,0.0319001309250104,0,0,0,0,0,0.0396448153260083,0.0163734083397302,0,0,0,0,0.462470965215534,0,0,0,53.7431354641176,3.83671914250655,0.0372853013485338,0,0,"Very High","32","2017","N.Lagoon"
"40","2017.32.2",1.35425867797425,0,0,37.3210944284753,0,0,0.0113574486287738,0,0,0.087431749944321,0,0,0.00428948169761826,0.184647514182918,0,0,0,0,0,0,0,0,61.0197190657971,0.0172016332997647,0,0,0,"Very High","32","2017","N.Lagoon"
"41","2017.32.3",0.320510217176943,0,0,31.9858050299698,0,0,0.121611190828727,0,0,0.0331831604239297,0,0.0054482613236051,0,0.0152701269207464,0,0,0,0,0.464226853605343,0,0.0236924391503561,0,50.5202777163738,16.5099750042268,0,0,0,"Very High","32","2017","N.Lagoon"
"42","2017.34.1",6.73855490905718,0,0,35.79104745205,0,0,0.00847188829226182,0,0,1.44896719016578,0,0,0.105527685806776,1.90674838579047,0.00666405341017504,4.91380118603942,0.154887812001131,0,44.1175359484849,0,0,0,0.708559063337059,4.01220276077582,0,0,0.0870316647890119,"Medium","34","2017","S.Lagoon"
"43","2017.34.2",4.42221604886303,0,0,48.8796581346901,0,1.82890346234683,0.205983817082923,0,0,1.1198484684587,0,0,0.287050793394628,1.52662606739226,0,1.88170941648515,0.506918423138639,0,32.3100865555479,0,0,0,5.79586411026308,1.2351347023368,0,0,0,"Medium","34","2017","S.Lagoon"
"44","2017.34.3",8.25211575283431,0,0,30.2945657584174,0,0,0.100291988785679,0,0,1.31960079155982,0,0,0.111507796596649,0.666984458209906,0.0923090090682067,1.44792920329429,0.29660268784264,0,51.497458978539,0,0,0,2.55172323671987,3.36891033813214,0,0,0,"Medium","34","2017","S.Lagoon"
"45","2017.35.1",6.7358765028203,0,0,37.7204974414034,0,0,0.069703255254445,0,0,1.54743100408289,0,0.0874163763925817,0.236110408457328,2.37841747378165,0,5.94970372993611,0.625542995228825,0,41.0952842250166,0,0.0496979213315071,0,2.70854608128424,0.795772585010178,0,0,0,"Medium","35","2017","S.Lagoon"
"46","2017.35.2",9.5793838625774,0,0,50.6288114516166,0,0.748900593244981,0.165972698939913,0,0,1.68963529972511,0,0,0.175340513825896,5.8691421179955,0.107954698746062,6.79308970019995,1.17943287498489,0,9.18537981368291,0,0,0,10.2280363461225,3.64892002833826,0,0,0,"Medium","35","2017","S.Lagoon"
"47","2017.35.3",6.73587608211018,0,0,37.7204950854524,0,0,0.0697032509009114,0,0,1.43137124719665,0,0.0874163709327201,0.236110393710318,2.49448323127782,0,5.94970335832886,0.625542956158591,0,41.0952816582828,0,0.0496979182274688,0,2.70854591211357,0.795772535307726,0,0,0,"Medium","35","2017","S.Lagoon"
"48","2017.8.1",3.42878452225943,0,0,63.6819162655135,0,0,0.133205863806452,0,0,1.40373057622702,0,0,0.246766595529842,3.73233148365097,0,2.56743449254188,0.846764534196428,0,3.56191542848719,0,0.08633239126232,0,19.9518584950829,0.358959351442043,0,0,0,"Medium","8","2017","S.Lagoon"
"49","2017.8.2",6.82106250782781,0,0,31.9505316974245,0,0.350567053343399,0.0383480540345882,0,0,2.1351726739975,0,0,0.212485324326528,10.15748063467,0.344514070062813,2.44238812365951,2.94055676826912,0,42.6068930923842,0,0,0,0,0,0,0,0,"Medium","8","2017","S.Lagoon"
"50","2017.8.3",3.31794134545013,0,2.6466298189661,56.1704768277928,0,0,0.0419316060292105,0,0,0.576622018288823,0,0,0.29658057617623,0.743187144204142,0.279498254244139,1.69016963569826,0.158779433134135,0,23.3940650669139,0,0.0133174680852153,0,3.28734176219385,7.36837465328069,0.0150843895423723,0,0,"Medium","8","2017","S.Lagoon"
"51","2017.37.1",2.32979984200108,0,0.0669586495347667,22.9079874058253,0,0,0.216284685983241,0,0.0255812533776908,0.32307735854751,0,0,0.115171876467415,1.12329445553514,0,2.52213412637302,0.226694644001618,0,28.4422672538649,0,0,0,40.5287221426618,1.17202630582645,0,0,0,"Very Low","37","2017","Vaskes"
"52","2017.37.2",3.79168089724033,0,0,52.563121576149,0,0,0.220684799572914,0,0,0.628607083332865,0,0,0,0.435621134704392,0.0407516142250501,10.4413046165043,0.363809067502843,0,20.2021472514155,0,0,0,9.56022747423595,1.75204448511691,0,0,0,"Very Low","37","2017","Vaskes"
"53","2017.37.3",9.32880455733285,0,0.252494423480126,57.4987213771864,0.828415128747602,0,0.295954478653653,0,0,0.721633098418281,0,0,0.424622732857738,1.67108785466398,0.0884258425633885,5.77197766118176,0.486738872670161,0,5.30042106770534,0,0,0,17.1745690950524,0.156133809486263,0,0,0,"Very Low","37","2017","Vaskes"
"54","2017.5.1",11.9388865634157,0,3.58703760394345,64.0860911016287,1.84201220769322,1.81340472189076,0,0,0,1.25909173263028,0,0,0,2.62446036872981,0.0384161236513123,2.54228647470059,2.23158381387329,0,7.79676127524787,0,0,0,0.239968012595041,0,0,0,0,"Very Low","5","2017","Vaskes"
"55","2017.5.2",3.16322919171476,0,0.560101666687366,39.6171747203033,0,0.407037458667328,0.536997870793613,0,0,1.57354823816082,0,0.0263303389723779,0.600998256231332,1.80212728419123,0.296380136951463,8.03954680862125,2.87394495317799,0,30.2078324364438,0,0.0364717944903001,0,9.66424542796662,0.594033416626408,0,0,0,"Very Low","5","2017","Vaskes"
"56","2017.5.3",8.46839040930588,0,5.27413994524638,46.3259606876179,5.63467235529171,0,0,0,0,0.246174611757023,0,1.45125253759855,0.779842255674789,2.91730402583285,1.51777288406383,5.01719394536839,0.64750716671967,0,18.2862702766698,0,0,0,3.32839639507553,0,0,0.105122503777635,0,"Very Low","5","2017","Vaskes"
