"","year","hum_dist","region","site","site.ppq","year.site.ppq","Dead_Branching","Dead_Columnar","Dead_Foliose","Dead_Massive","Dead_SoftCoral","Dead_Tabulate","Live_Branching","Live_Columnar","Live_Digitate","Live_Encrusting","Live_Encrusting_Columnar","Live_Foliose","Live_FreeLiving","Live_Massive","Live_Massive_Grooved","Live_Porites","Live_SubMassive","Live_Tabulate","Macroalgae","NonCoral_Branching","NonCoral_Encrusting","NonCoral_Massive","NonCoral_SubMassive","Rubble","Sand","SoftCoral_Nodular","SoftCoral_Plating"
"42","2017","Medium","S.Lagoon","35","35.1","2017.35.1",5.95250614357421,0,0,43.3013772308789,0,0,0.668702354033712,0,0,3.09383065929385,0,0,0.247371307740236,4.13026514961857,0,8.08481310177724,1.71626263523288,0,4.84012790857656,0,0,0,0,22.8462412831832,5.1185022260907,0,0
"43","2017","Medium","S.Lagoon","35","35.2","2017.35.2",9.5793838625774,0,0,50.6288114516166,0,0.748900593244981,0.165972698939913,0,0,1.68963529972511,0,0,0.175340513825896,5.8691421179955,0.107954698746062,6.79308970019995,1.17943287498489,0,9.18537981368291,0,0,0,0,10.2280363461225,3.64892002833826,0,0
"44","2017","Medium","S.Lagoon","35","35.3","2017.35.3",6.73587608211018,0,0,37.7204950854524,0,0,0.0697032509009114,0,0,1.43137124719665,0,0.0874163709327201,0.236110393710318,2.49448323127782,0,5.94970335832886,0.625542956158591,0,41.0952816582828,0,0,0.0496979182274688,0,2.70854591211357,0.795772535307726,0,0
"45","2017","Very Low","BOW","15","15.1","2017.15.1",20.1272433765785,0,0,38.1219419237943,0,4.71825293209584,0.101716611738069,0,0,0.201105554949653,0,0,0,0.0194660666287607,0,5.22482743810607,1.128675205581,0,0.0525477427027748,0,0,0,0,30.304223147825,0,0,0
"46","2017","Very Low","BOW","15","15.2","2017.15.2",9.68694177740462,0,13.5675469918443,32.0136196004883,0,35.533824882861,0.0967035534463538,0,0,0.495962242210407,0,0,0,0.319916635038768,0,1.41601631832161,0.946939598536401,0,0,0,0,0,0,5.92252839984824,0,0,0
"47","2017","Very Low","BOW","15","15.3","2017.15.3",49.721277110311,0,20.3669352090251,18.7347327174784,0,2.95137317216668,0.0371734646937366,0.058178034155979,0,0.808519733268208,0,1.1122800447656,0.0265337318578654,0.23473012470729,0,1.56076696292356,3.37241420286253,0,0.971401985038024,0,0,0,0,0.0341308634658627,0.00955264328012155,0,0
"48","2017","Very Low","BOW","19","19.1","2017.19.1",13.9116373823052,0,0,72.6344866195205,0,10.9419366448097,0,0,0,0.304807700418217,0,0,0,0,0,0.045923593761764,0.547759131687936,0,0.155396693938617,0,0,0,0,1.43786459662683,0.0201876369311918,0,0
"49","2017","Very Low","BOW","19","19.2","2017.19.2",18.7369855616074,0,33.2869898749686,31.8538514889505,0,2.98164439031029,0,0,0,0.315875068865848,0,0,0,0.113561300959559,0,0.0771484353710565,0.551848625626099,0,1.15885844482931,0,0,0,0,10.9232368085114,0,0,0
"50","2017","Very Low","BOW","19","19.3","2017.19.3",14.0328755532661,0,8.94493999887276,13.4887362560028,0,26.1761280143887,0.0623289441548015,0,0,0.527792461218707,0,0.399027578591674,0,0.0675094992968489,0,1.38827018704738,1.44559958340847,0,11.1412332305274,0,0,0,0,22.3255586932243,0,0,0
"51","2017","Very Low","Vaskes","5","5.1","2017.5.1",11.9388865634157,0,4.59482828636224,64.0860911016287,1.84201220769322,0,0,0,0,1.25909173263028,0,0.805614039471958,0,2.62446036872981,0.0384161236513123,2.54228647470059,2.23158381387329,0,7.79676127524787,0,0,0,0,0.239968012595041,0,0,0
"52","2017","Very Low","Vaskes","5","5.2","2017.5.2",3.16322919171476,0,0.967139125354693,39.6171747203033,0,0,0.536997870793613,0,0,1.57354823816082,0,0.0263303389723779,0.600998256231332,1.80212728419123,0.296380136951463,8.03954680862125,2.87394495317799,0,30.2078324364438,0,0,0.0364717944903001,0,9.66424542796662,0.594033416626408,0,0
"53","2017","Very Low","Vaskes","5","5.3","2017.5.3",8.46839040930588,0,5.27413994524638,46.3259606876179,5.63467235529171,0,0,0,0,0.246174611757023,0,1.45125253759855,0.779842255674789,2.91730402583285,1.51777288406383,5.01719394536839,0.64750716671967,0,18.2862702766698,0,0,0,0,3.32839639507553,0,0,0.105122503777635
"54","2017","Very Low","Vaskes","37","37.1","2017.37.1",2.32979984200108,0,0.0669586495347667,22.9079874058253,0,0,0.216284685983241,0,0.0255812533776908,0.32307735854751,0,0,0.115171876467415,1.12329445553514,0,2.52213412637302,0.226694644001618,0,28.4422672538649,0,0,0,0,40.5287221426618,1.17202630582645,0,0
"55","2017","Very Low","Vaskes","37","37.2","2017.37.2",3.79168089724033,0,0,52.563121576149,0,0,0.220684799572914,0,0,0.628607083332865,0,0,0,0.435621134704392,0.0407516142250501,10.4413046165043,0.363809067502843,0,20.2021472514155,0,0,0,0,9.56022747423595,1.75204448511691,0,0
"56","2017","Very Low","Vaskes","37","37.3","2017.37.3",9.32880455733285,0,0.252494423480126,57.4987213771864,0.828415128747602,0,0.295954478653653,0,0,0.721633098418281,0,0,0.424622732857738,1.67108785466398,0.0884258425633885,5.77197766118176,0.486738872670161,0,5.30042106770534,0,0,0,0,17.1745690950524,0.156133809486263,0,0
"57","2019","Very High","N.Lagoon","27","27.1","2019.27.1",0,0,0,13.7748806048471,0,0,0.252321714780149,0,0,0.13595159743127,0,0,0.339885243651613,0.0274065720272213,0,0.0891510475248084,0,0,2.22200110851303,0,0,0,0,71.7640494775814,11.3943526336434,0,0
"58","2019","Very High","N.Lagoon","27","27.2","2019.27.2",0,0,0,9.20484452348368,0,0,0,0,0,0.0555100347585907,0,0,0,0.0543354836573397,0,0,0,0,1.15598944528388,0,0,0,0,82.016498069644,7.5128224431725,0,0
"59","2019","Very High","N.Lagoon","27","27.3","2019.27.3",0.0442483128105206,0,0,8.98008357389931,0,0,0.0122630859871597,0,0,0.0294426511754883,0,0,0,0,0,0.0170608700106638,0,0,0.744012609176137,0,0,0,0,87.5437907116651,2.62909818527568,0,0
