"","year","pub.site","site","ppq","hum_dist","hdist.cont","sqrt.hdist.cont","island.side","region.3","DEM","year.site.ppq","area_2d","area_3d","rug","vrm","vrm.range","curv","pro.curv","pro.range.log","plan.curv","plan.range.log"
"231","2019","VH1","27",1,"Very High",7276,85.2994724485445,"Leeward","Leeward",4,"2019.27.1",15.99812,20.20562,1.263,0.05322,0.358652944,3.86733,117.97091,10.2520217252821,121.83824,10.0349645902366
"232","2019","VH1","27",2,"Very High",7276,85.2994724485445,"Leeward","Leeward",4,"2019.27.2",16.00581,20.50574,1.28114,0.05089,0.327954549,18.9854,102.02179,10.0441144824408,121.00719,9.99644553627688
"233","2019","VH1","27",3,"Very High",7276,85.2994724485445,"Leeward","Leeward",4,"2019.27.3",16.00719,18.10429,1.13101,0.02831,0.363244546,1.61358,135.67558,10.0140198861579,137.28916,9.60311158070324
"234","2019","VH2","32",1,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",4,"2019.32.1",16.01162,23.06049,1.44023,0.07674,0.475048553,2.83352,87.76458,10.582331165314,90.5981,10.4301861603009
"235","2019","VH2","32",2,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",4,"2019.32.2",16.01488,20.99993,1.31128,0.06261,0.435182714,6.75104,181.34484,10.210495669619,188.09588,10.1569245798423
"236","2019","VH2","32",3,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",4,"2019.32.3",16.00661,21.43967,1.33943,0.0619,0.625623842,-0.78236,144.21161,10.6323204815789,143.42925,10.6651149538001
"237","2019","VH3","30",1,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",4,"2019.30.1",16.00415,23.35126,1.45908,0.07354,0.492804503,11.29837,178.64002,10.6943969823013,189.93839,10.6001851122844
"238","2019","VH3","30",2,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",4,"2019.30.2",15.9991,21.37666,1.33612,0.06505,0.389069955,-4.22947,235.09419,10.4584074548962,230.86472,10.1787456466211
"239","2019","VH3","30",3,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",4,"2019.30.3",16.01165,23.69937,1.48013,0.07763,0.483838833,-0.64881,164.96217,10.6321446276031,164.31337,10.5194603606464
"240","2019","M1","8",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",4,"2019.8.1",16.01205,22.26469,1.3905,0.06791,0.495043786,23.98813,64.78384,10.4074268049813,88.77198,10.1938322880772
"241","2019","M1","8",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",4,"2019.8.2",16.01,22.56593,1.40949,0.06522,0.59398313,46.02012,18.01632,10.4913528818441,64.03643,10.4052814681379
"242","2019","M1","8",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",4,"2019.8.3",16.01658,21.46886,1.34041,0.0508,0.452833507,0.84507,88.63689,10.6386546817027,89.48196,10.1924598446714
"243","2019","M2","35",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",4,"2019.35.1",16.00657,21.98006,1.37319,0.06225,0.431586322,12.90269,90.38872,10.3387980700301,103.29141,10.2950478414955
"244","2019","M2","35",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",4,"2019.35.2",16.00755,24.20803,1.51229,0.07502,0.5105241,21.60963,59.31418,10.5134214078226,80.92381,10.6503716265246
"245","2019","M2","35",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",4,"2019.35.3",16.00397,26.5302,1.65773,0.09336,0.541098214,26.57163,66.53289,10.8814057855751,93.10452,10.8036213518976
